id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
['8461048'],White Chocolate,100 min,Romance            ,(2018),4.3,41
['7919426'],Dawn,119 min,Drama            ,(II) (2018),4.5,92
['7854174'],Njan Marykutty,126 min,Drama            ,(2018),7.1,590
['4538294'],Collider,84 min,"Action, Sci-Fi            ",(2018),3.6,401
['7582962'],Parole,150 min,Drama            ,(2018),5.0,"1,301"
['8174318'],Féminin plurielles,82 min,Romance            ,(2018),6.1,44
['8640728'],Bad Henry,85 min,Crime            ,(2018),7.5,49
['7786540'],The Prayer Box,103 min,Family            ,(2018),4.4,148
['4600558'],Superjuffie,84 min,"Adventure, Family, Fantasy            ",(2018),6.0,190
['7640198'],Comic Sans,103 min,"Comedy, Drama, Romance            ",(2018),6.9,"1,137"
['8976608'],Rootwood,83 min,"Horror, Mystery, Thriller            ",(2018),3.1,403
['6558114'],The BBQ,91 min,Comedy            ,(2018),5.0,309
['7356132'],Dragoste 1: Câine,103 min,Drama            ,(2018),5.9,280
['8703882'],The Wrong Todd,90 min,"Comedy, Sci-Fi            ",(2018),5.5,232
['8586880'],Shu Shan Xiang Mo Zhuan,90 min,Action            ,(2018),3.8,108
['7347378'],Parque Mayer,134 min,Drama            ,(2018),7.1,495
['7745080'],The Hatred,59 min,"Horror, Thriller, Western            ",(2018),5.0,200
['8526164'],Exterior/Night,95 min,"Adventure, Biography, Drama            ",(2018),6.9,"1,030"
['7658610'],Zuihou de jinyiwei,91 min,Action            ,(2018),5.9,"2,043"
['8890230'],Live,90 min,"Drama, Horror, Thriller            ",(IV) (2018),3.8,166
['8333052'],Weird Fiction,87 min,"Drama, Horror, Mystery            ",(2018),4.8,89
['9284486'],Virgin Genocide,51 min,Horror            ,(2018),3.6,24
['9014886'],Tanabata's Wife,90 min,Drama            ,(2018),7.9,9
['6404166'],Original Sin,75 min,"Comedy, Romance            ", (2018),6.2,97
['8071688'],Jamba Lakidi Pamba,141 min,"Comedy, Fantasy            ",(2018),6.1,857
['8917964'],Mari,94 min,"Drama, Music            ", (2018),6.4,87
['7192164'],Coyotaje,84 min,"Action, Drama, Thriller            ",(2018),6.6,43
['14774002'],X Videos,108 min,Drama            ,(2018),5.2,12
['8069436'],Bob & Marys,98 min,"Comedy, Crime            ",(2018),5.3,231
['8782542'],Gürbüz: Hadi Allah'a Emanet,90 min,Comedy            ,(2018),3.3,887
['6751468'],Caged,79 min,"Horror, Mystery            ",(II) (2018),5.4,57
['7943580'],Mannar Vagaiyara,160 min,"Action, Comedy            ",(2018),5.0,144
['7002116'],Paul Sanchez est revenu!,110 min,"Drama, Thriller            ",(2018),5.9,363
['6859344'],Brillantissime,95 min,"Comedy, Romance            ",(2018),4.4,606
['6998650'],Why Hide?,85 min,"Comedy, Horror            ",(2018),3.8,493
['7416536'],Sew the Winter to My Skin,132 min,"Action, Adventure            ",(2018),5.4,152
['7853260'],Silukkuvarupatti Singam,134 min,"Comedy, Drama            ",(2018),5.4,508
['7741602'],Until Midnight,78 min,"Drama, Thriller            ",(II) (2018),6.8,721
['4958972'],The Devil Outside,103 min,Drama            ,(2018),5.5,119
['9282616'],Wu ming zhi bei,109 min,"Comedy, Crime, Drama            ",(2018),6.9,"1,795"
['9081572'],Womit haben wir das verdient?,91 min,Comedy            ,(2018),5.6,547
['8748256'],Yol Arkadasim 2,116 min,"Adventure, Comedy            ",(2018),5.9,"3,351"
['10010814'],Turtle,75 min,Drama            , (2018),8.1,110
['10112464'],Frank & Fearless,97 min,Comedy            ,(2018),5.3,40
['8483272'],Strike,100 min,"Animation, Adventure, Comedy            ",(2018),5.3,228
['11209784'],Atcham Thavir,,"Comedy, Thriller            ",(2018),8.3,19
['6058226'],Ekvtime: Man of God,132 min,"Biography, Drama, History            ",(2018),7.4,"2,721"
['9248858'],Girlfriend,128 min,Comedy            ,(2018),4.8,74
['7637350'],Koi wa ameagari no yô ni,112 min,"Drama, Romance, Sport            ",(2018),6.8,"1,365"
['8072400'],Hello Guru Prema Kosame,140 min,"Comedy, Romance            ",(2018),7.1,"2,718"
['4317858'],Who's Jenna...?,95 min,Comedy            ,(2018),5.5,105
['7717440'],9 Satra,102 min,"Animation, Action, Adventure            ",(2018),7.4,"1,541"
['8633950'],Les invisibles,102 min,"Comedy, Drama            ",(2018),6.6,"1,431"
['6931170'],Joh-eun-nal,122 min,"Drama, History, Mystery            ",(2018),6.6,189
['8805486'],El-Badlah,100 min,"Action, Comedy, Drama            ",(2018),5.3,"1,780"
['8792898'],L'amour flou,97 min,Comedy            ,(2018),6.3,536
['4960466'],Dark Highlands,85 min,Horror            ,(2018),4.1,208
['6621408'],Wally Got Wasted,99 min,Comedy            ,(2018),4.1,340
['6149944'],It's Just a Game,70 min,Horror            ,(2018),4.4,118
['7386668'],A.R.C.H.I.E. 2,82 min,Family            ,(2018),5.7,89
['7580076'],Cheerleader Chainsaw Chicks,80 min,Comedy            ,(2018),2.2,58
['8220706'],Daana Paani,105 min,Family            ,(2018),7.9,642
['5646604'],Spiral,90 min,Thriller            , (2018),4.5,98
['6840904'],Monster,90 min,Horror            ,(V) (2018),5.5,180
['6350786'],Go for Broke,,"Drama, History, War            ",(2018),8.0,43
['6237168'],Boogie Man,99 min,"Comedy, Music, Romance            ",(2018),4.4,132
['6318714'],Coureur,96 min,"Drama, Sport            ",(2018),6.3,602
['7901610'],Araghe Sard,88 min,"Drama, Sport            ",(2018),6.2,"1,271"
['7393746'],Nomitori zamurai,110 min,Comedy            ,(2018),5.8,208
['8775056'],Natale a 5 stelle,92 min,Comedy            ,(2018),4.5,791
['8498366'],Melrose,105 min,"Comedy, Crime, Drama            ",(2018),4.8,50
['4287470'],West of Hell,80 min,"Fantasy, Horror, Western            ",(2018),4.3,"1,884"
['7087674'],The Road to Edmond,125 min,Comedy            ,(2018),4.8,142
['8227314'],Cancer,120 min,Drama            ,(III) (2018),7.6,7
['6702308'],The Riot Act,101 min,Thriller            ,(2018),4.4,265
['7853312'],Let Me In 2,125 min,Horror            ,(2018),3.5,30
['6908760'],"Kon'ya, romansu gekijô de",109 min,"Fantasy, Romance            ",(2018),7.0,"1,013"
['7580994'],Ye Mantram Vesave,123 min,Drama            ,(2018),3.4,"1,838"
['7938790'],Super November,77 min,"Comedy, Drama            ",(2018),6.4,116
['7895852'],Inferninho,82 min,"Comedy, Drama            ",(2018),6.8,298
['6835804'],Sakamichi no Apollon,120 min,Drama            ,(2018),6.7,737
['6768558'],La Bolduc,103 min,"Biography, Drama, Music            ",(2018),7.0,430
['21981632'],Junie B Jones,,Family            ,(2018),,
['6022564'],Ya schastliv,80 min,"Comedy, Drama, Musical            ",(2018),3.7,25
['6981634'],Wanderland,90 min,"Adventure, Comedy, Musical            ", (2018),5.5,199
['12008944'],Qi Men Dun Jia,84 min,Action            ,(2018),5.7,239
['7059506'],Munafik 2,104 min,"Horror, Mystery, Thriller            ",(2018),5.5,"1,733"
['8835552'],Exes Baggage,104 min,"Drama, Romance            ",(2018),6.5,278
['6493222'],Sconnessi,90 min,Comedy            ,(2018),5.3,531
['6078194'],Bhabhipedia,107 min,"Comedy, Romance            ",(2018),8.6,87
['8785182'],Saggi Phull,,Drama            ,(2018),5.4,8
['9422468'],Bikes,92 min,"Animation, Family, Sport            ",(2018),4.4,110
['7262178'],Veerey Ki Wedding,131 min,"Comedy, Romance            ",(2018),2.8,591
['8043456'],Aa Karaala Ratri,105 min,Thriller            ,(2018),7.8,959
['9025208'],1 Angry Black Man,92 min,Drama            ,(2018),7.6,54
['6864090'],Dead Ringer,96 min,Action            ,(2018),4.4,392
['8046636'],The Surrogate,90 min,Thriller            ,(2018),4.7,270
['7016522'],In Her Blood,123 min,Thriller            ,(2018),3.1,62
['6250792'],The Ghost Beyond,90 min,"Drama, Horror, Mystery            ",(2018),3.1,281
['6933206'],Prodigy,111 min,"Drama, Thriller            ", (2018),3.5,299
['9837502'],Merry Men: The Real Yoruba Demons,106 min,"Action, Comedy            ",(2018),5.1,139
['8665794'],Byomkesh Gotro,136 min,"Crime, Mystery, Thriller            ",(2018),6.3,677
['6128124'],Prema Baraha,158 min,Romance            ,(2018),7.2,87
['8084572'],Intensive Care,86 min,Thriller            ,(III) (2018),4.9,263
['7751192'],Trek: The Movie,102 min,"Comedy, Drama, Family            ",(2018),6.1,112
['7424410'],Blezi,90 min,"Comedy, Crime, Drama            ",(2018),4.2,170
['6186696'],La femme la plus assassinée du monde,102 min,"Biography, Drama, Mystery            ",(2018),5.3,"1,115"
['10613684'],Assalamualaikum Calon Imam,,"Drama, Romance            ",(2018),7.9,30
['4921954'],Bernadette,,Comedy            ,(2018),7.7,24
['8653640'],An Ideal Husband,141 min,Comedy            ,(2018),7.0,59
['7756082'],Kirrak Party,165 min,Comedy            ,(2018),5.7,518
['7517054'],Una Mujer Sin Filtro,90 min,Comedy            ,(2018),5.3,542
['8879666'],Her Only Choice,90 min,Drama            ,(2018),5.5,175
['8488542'],Und der Zukunft zugewandt,108 min,Drama            ,(2018),6.5,414
['4136828'],2:Hrs,85 min,Family            ,(2018),4.5,993
['3295734'],Colossal Youth,98 min,"Comedy, Drama, Romance            ",(2018),6.3,"2,747"
['8042598'],Ruling of the Heart,85 min,Drama            ,(2018),6.6,126
['8841392'],Qi di zu,100 min,"Comedy, Crime, Drama            ",(2018),6.4,61
['7406186'],Damo & Ivor: The Movie,87 min,Comedy            ,(2018),5.2,277
['4841716'],Finders Keepers,90 min,Thriller            ,(III) (2018),3.3,153
['6948326'],Un homme pressé,100 min,"Comedy, Drama            ",(2018),6.3,"1,646"
['7225144'],Bearkittens,71 min,"Comedy, Crime            ",(2018),5.8,75
['4157484'],Bacao,85 min,Horror            ,(2018),7.9,30
['4441348'],Waiting in the Wings: Still Waiting,109 min,Musical            ,(2018),6.7,106
['7958614'],Hibiscus & Ruthless,97 min,Comedy            ,(2018),5.7,168
['7407296'],Captain Hagen's Bed & Breakfast,88 min,Comedy            ,(2018),4.4,231
['5781146'],Klippers,93 min,"Action, Drama, Thriller            ",(2018),3.5,115
['8650030'],Subrahmanyapuram,133 min,"Drama, Mystery, Thriller            ",(2018),5.5,225
['8672656'],Get Hard,90 min,Comedy            ,(2018),7.8,121
['7512624'],Oru Nalla Naal Paarthu Soldren,149 min,Comedy            ,(2018),6.2,"5,002"
['14908682'],Maipa Deapati & Datu Museng (The Hero,,History            ,(2018),9.8,17
['7948540'],Ya Veremos,85 min,Drama            ,(2018),5.8,732
['4933914'],Block Island,82 min,"Action, Thriller            ",(2018),4.1,379
['10375952'],Nini Thowok,75 min,Horror            ,(2018),7.3,60
['6643608'],Robin: Watch for Wishes,80 min,Drama            ,(2018),5.4,179
['8090628'],Kinavally,141 min,"Comedy, Horror, Mystery            ",(2018),6.1,888
['8593116'],God's Law,80 min,"Horror, Thriller            ",(2018),,
['8300036'],Menocchio,103 min,"Drama, History            ",(2018),6.4,257
['8037610'],Gulabjaam,120 min,"Comedy, Drama            ",(2018),8.1,465
['7217826'],Plan V,100 min,"Comedy, Romance            ",(2018),4.3,242
['8883660'],"You Die: Get the App, Then Die",94 min,"Drama, Horror, Thriller            ",(2018),4.7,375
['6515458'],Kimi no tori wa utaeru,106 min,Drama            ,(2018),6.8,629
['5926914'],The Lost Idea,90 min,"Drama, Fantasy            ",(2018),8.6,56
['7297030'],The Wedding,75 min,"Drama, Romance            ",(2018),6.6,82
['2349142'],Alien Showdown: The Day the Old West Stood Still,80 min,"Action, Adventure, Fantasy            ",(2018),2.1,418
['7140554'],Eyeless Jack,,Horror            ,(2018),8.5,29
['7033170'],Undercliffe,99 min,Drama            ,(2018),6.0,67
['8659050'],Bulbul Can Sing,95 min,Drama            ,(2018),6.9,407
['8047210'],Til vi falder,108 min,"Drama, Mystery            ",(2018),4.9,117
['5547910'],Fishbowl California,83 min,"Comedy, Drama            ",(2018),5.3,903
['6848408'],Malazgirt 1071 Anadolu'nun Anahtari,,History            ,(2018),7.5,71
['9060390'],First Love,122 min,"Drama, Romance            ",(2018),5.9,162
['6342062'],Anne,80 min,Horror            ,(2018),3.9,"1,692"
['7386870'],Maaza Agadbam,130 min,Drama            ,(2018),6.8,9
['8650270'],Nannu Dochukunduvate,149 min,Romance            ,(2018),6.8,596
['7543784'],Tous les dieux du ciel,110 min,"Drama, Horror, Sci-Fi            ",(2018),6.1,634
['6919950'],An Inspector Calls,90 min,"Drama, Mystery, Thriller            ",(2018),6.1,135
['5938084'],BuyBust,127 min,"Action, Crime, Thriller            ",(2018),5.7,"1,951"
['7322890'],Manchi Lakshanalunna Abbayi,130 min,"Action, Comedy, Drama            ",(2018),5.3,323
['6198058'],Into the Mirror,65 min,"Drama, Thriller            ",(II) (2018),5.3,118
['7748226'],Rüzgar,94 min,"Comedy, Romance            ",(2018),4.4,"1,659"
['8050266'],LEGO DC Super Hero Girls: Super-villain High,78 min,"Animation, Action, Adventure            ",(2018),5.0,430
['8585610'],Cry No Fear,105 min,Thriller            ,(2018),5.9,140
['8077382'],Arini,79 min,Drama            ,(2018),7.3,99
['6280368'],Võta või jäta,102 min,Drama            ,(2018),7.4,816
['9359204'],Wengi: Anak Mayit,76 min,Horror            ,(2018),7.0,18
['6200656'],Kammara Sambhavam,182 min,"Action, Comedy, Drama            ",(2018),7.2,"1,328"
['7996170'],The Burying Party,60 min,War            ,(2018),6.7,132
['6876788'],Clyde Cooper,81 min,Mystery            ,(2018),4.4,"1,222"
['7579962'],I Wrote This for You,94 min,"Comedy, Drama, Fantasy            ",(2018),5.6,93
['6898162'],Anywhere with You,87 min,Drama            ,(2018),6.1,358
['7052108'],Flesh Blanket,86 min,"Comedy, Horror            ",(2018),2.6,143
['8011324'],Seethakaathi,173 min,Drama            ,(2018),6.9,892
['8787226'],Crisis Jung,70 min,"Animation, Fantasy            ",(2018),7.1,221
['5725976'],Roobha,91 min,Drama            ,(2018),7.4,68
['6536668'],Summer of '67,83 min,"Drama, History, Romance            ",(2018),5.0,190
['7795376'],Svinhery,90 min,Comedy            ,(2018),5.4,391
['8215408'],Lorik,95 min,"Comedy, Drama, Family            ",(2018),7.5,71
['8490860'],Once More,131 min,"Drama, Family, Thriller            ",(2018),5.0,8
['7470850'],Landet af glas,86 min,"Family, Fantasy            ",(2018),5.9,201
['5136864'],Don't Leave Me,76 min,Drama            ,(2018),3.2,34
['8390886'],Squad Goals,106 min,Comedy            , (2018),7.2,62
['7632930'],Trener,138 min,"Drama, Sport            ",(2018),6.4,"1,385"
['8619856'],Invisible Tattoo,104 min,Action            ,(2018),6.0,34
['7979510'],Kabir Azabi,93 min,Horror            ,(2018),3.7,354
['7963804'],Pantham,122 min,Action            ,(2018),6.0,448
['8787116'],Huang Fei Hong: Nan bei ying xiong,104 min,Action            ,(2018),5.2,449
['4560926'],Birdland,89 min,"Crime, Mystery            ", (2018),3.3,182
['5566946'],We the Kings,91 min,Thriller            ,(2018),5.5,392
['7547158'],Gôsuto sukuwaddo,106 min,"Action, Horror            ",(2018),5.5,"1,358"
['8733858'],Hatch: Found Footage,,"Drama, Horror            ",(2018),5.8,33
['8629308'],Walwal,103 min,Drama            ,(2018),6.6,120
['5963908'],T for Taj Mahal,104 min,Drama            ,(2018),8.8,98
['4360924'],Blackmark,94 min,"Action, Drama, Thriller            ",(2018),4.6,324
['8982436'],Ventilator,146 min,"Comedy, Drama            ",(2018),7.4,328
['8710974'],Do kraja smrti,108 min,Drama            ,(2018),5.4,56
['6577798'],Humble Politician Nograj,149 min,"Comedy, Drama            ",(2018),6.9,"1,128"
['7548378'],Kaly,163 min,Drama            ,(2018),5.2,133
['3783510'],A Dog & Pony Show,85 min,"Comedy, Family            ",(2018),4.3,99
['8371870'],The Numbers,48 min,Horror            ,(2018),6.8,16
['7940122'],Si saben cómo me pongo ¿pa' qué me invitan?,90 min,Comedy            ,(2018),4.5,240
['5993604'],To Be a Soldier,,"Action, Adventure, Drama            ",(2018),7.4,45
['4908174'],Breaking Brooklyn,97 min,"Drama, Family, Music            ",(2018),5.5,205
['8045670'],Dügüm Salonu,100 min,Comedy            ,(2018),5.4,"1,328"
['9060866'],Bebek Geliyorum Demez,104 min,Comedy            ,(2018),4.7,155
['5776928'],Seaside,90 min,"Drama, Thriller            ",(2018),4.7,112
['6751482'],Twelfth Night,166 min,"Comedy, Drama, Romance            ",(II) (2018),6.8,35
['8364106'],Manojder Adbhut Bari,117 min,"Comedy, Drama            ",(2018),5.2,249
['8380826'],Tendlya,,"Comedy, Drama            ",(2018),8.5,7
['5904182'],Ana de día,110 min,"Comedy, Drama, Thriller            ",(2018),5.4,478
['6096948'],Comme des garçons,90 min,"Comedy, Drama, History            ",(2018),6.0,570
['7022500'],Tam jeong 2,116 min,"Comedy, Crime, Thriller            ",(2018),6.5,770
['8250640'],Jelita Sejuba: Mencintai Kesatria Negara,105 min,"Drama, Romance            ",(2018),7.8,284
['9472658'],Politseyskiy s Rublyovki. Novogodniy bespredel,90 min,Comedy            ,(2018),5.8,562
['7520532'],Bez menya,97 min,"Drama, Mystery, Thriller            ",(2018),5.5,347
['8289002'],Jai Bhole,138 min,Comedy            ,(2018),6.9,36
['5846644'],Ying xiong ben se 2018,114 min,"Action, Crime, Drama            ",(2018),4.9,515
['7675404'],1968,93 min,"History, Sport            ", (2018),8.0,"1,497"
['7533422'],Tamara Vol. 2,102 min,"Comedy, Romance            ",(2018),5.1,221
['8524318'],Laces,98 min,Drama            ,(2018),7.4,144
['9010640'],1957,,Drama            ,(2018),7.1,8
['6947800'],Skull,107 min,"Action, Mystery, Sci-Fi            ",(2018),6.1,129
['2050452'],Pedro e Inês,120 min,Drama            ,(2018),6.2,482
['7881558'],Mercury,106 min,"Horror, Thriller            ",(II) (2018),6.1,"1,007"
['8685250'],Moterys meluoja geriau. Robertelis,93 min,Comedy            ,(2018),5.3,199
['5152484'],Malacopa,83 min,Comedy            ,(2018),3.1,155
